full_date,date,weekday,time,mood,activities,scales,note_title,note
2025-04-29,April 29,Tuesday,23:41,bad,podcast | walk | language-practice | haircut | reading | rain | family,Sleep quality: 4/5,,Today was quiet day at home. Need more sleep tonight. Had a slow start but it picked up. Trying to keep a steady routine. Managed to get through quiet day at home. Overall a decent day.
2025-04-30,April 30,Wednesday,23:09,bad,gardening | commute | movie | walk | language-practice | run,Sleep quality: 5/5,,Had a slow start but it picked up. Not much else to report.
2025-05-01,May 1,Thursday,19:45,good,movie | doctor | volunteering | journaling | bike | family | commute | rain | meeting,Sleep quality: 1/5,,
2025-05-02,May 2,Friday,20:07,meh,travel | nap | board-games | run,Sleep quality: 3/5,,Started the morning with stressful meeting that ran long. Need more sleep tonight. Started the morning with fun night out that lifted my mood. Overall a decent day.
2025-05-03,May 3,Saturday,00:39,good,budgeting | language-practice | tea | groceries | coffee,Sleep quality: 1/5,,Started the morning with productive stretch of focused work. Need more sleep tonight. A pretty catch-up with an old friend. Could have been better honestly. Feeling like productive stretch of focused work. Hoping next week is calmer.
2025-05-04,May 4,Sunday,19:13,good,baking | hike | gardening | doctor | tea | concert | shopping | journaling | gym,Sleep quality: 1/5,,A pretty tired but satisfied kind of day. Overall a decent day. Ended up good session at work. Hoping next week is calmer. Managed to get through nice evening cooking dinner. Looking forward to tomorrow.
2025-05-05,May 5,Monday,23:06,bad,dentist | museum | board-games | family | haircut,Sleep quality: 2/5,,Feeling like nice evening cooking dinner. Not much else to report. Had a productive stretch of focused work. Looking forward to tomorrow.
2025-05-06,May 6,Tuesday,20:11,good,reading | guitar | rain | budgeting | coffee,Sleep quality: 2/5,,
2025-05-07,May 7,Wednesday,20:21,good,tea | party | car-maintenance | reading,Sleep quality: 2/5,,Managed to get through tired but satisfied kind of day. Need more sleep tonight. Feeling like catch-up with an old friend. Overall a decent day.
2025-05-08,May 8,Thursday,19:30,good,friends | board-games | podcast | cleaning | bike | dentist | movie | run | laundry | gym,Sleep quality: 4/5,,Had a fun night out that lifted my mood. Overall a decent day. Today was relaxing afternoon with a book. Hoping next week is calmer. Had a relaxing afternoon with a book. Grateful for the small things.
2025-05-09,May 9,Friday,01:29,meh,language-practice | guitar | concert | music | tea,Sleep quality: 2/5,,Ended up fun night out that lifted my mood. Need more sleep tonight. Had a catch-up with an old friend. Grateful for the small things.
2025-05-10,May 10,Saturday,20:28,good,groceries | meditation | baking | gardening,Sleep quality: 2/5,,Spent most of the day relaxing afternoon with a book. Trying to keep a steady routine.
2025-05-11,May 11,Sunday,22:33,good,gym | budgeting | reading | museum | family,Sleep quality: 4/5,,
2025-05-12,May 12,Monday,20:51,good,music | run | nap | museum | dentist | swim | rain | reading | bike | friends,Sleep quality: 3/5,,
2025-05-13,May 13,Tuesday,22:07,good,groceries | language-practice | sunny | walk | car-maintenance,Sleep quality: 4/5,,Today was tired but satisfied kind of day. Looking forward to tomorrow. A pretty relaxing afternoon with a book. Could have been better honestly.
2025-05-14,May 14,Wednesday,23:21,meh,sunny | call-family | language-practice | yoga | shopping,Sleep quality: 2/5,,Spent most of the day productive stretch of focused work. Could have been better honestly.
2025-05-27,May 27,Tuesday,22:37,meh,wine | budgeting | travel | date-night | bike | run | podcast | baking | cooking | sunny | call-family,Sleep quality: 1/5,,Ended up slow start but it picked up. Looking forward to tomorrow.
2025-05-28,May 28,Wednesday,22:30,good,tea | language-practice | car-maintenance | gardening | swim | movie | gym | yoga | coffee,Sleep quality: 1/5,,
2025-05-29,May 29,Thursday,00:57,bad,meeting | run | music | family | coffee | board-games | groceries,Sleep quality: 2/5,,
2025-05-30,May 30,Friday,06:35,awful,haircut | coffee | run | meeting | guitar | bike | sunny,Sleep quality: 3/5,,Had a quiet day at home. Grateful for the small things. Feeling like busy day running errands. Looking forward to tomorrow. Feeling like bit of a struggle with motivation. Grateful for the small things.
2025-06-01,June 1,Sunday,19:51,good,hike | board-games | tea | gardening | run,Sleep quality: 5/5,,
2025-06-02,June 2,Monday,22:46,good,concert | sketching | gardening | yoga | dentist | coffee | work | budgeting,Sleep quality: 5/5,,Had a bit of a struggle with motivation. Could have been better honestly. Had a quiet day at home. Not much else to report.
2025-06-03,June 3,Tuesday,23:59,bad,car-maintenance | language-practice | gaming | budgeting | haircut | tea | sketching | friends | podcast | commute,Sleep quality: 5/5,,A pretty busy day running errands. Overall a decent day. Managed to get through tired but satisfied kind of day. Grateful for the small things.
2025-06-04,June 4,Wednesday,21:12,good,rain | party | doctor | bike | haircut,Sleep quality: 5/5,,A pretty long walk that helped clear my head. Trying to keep a steady routine. Started the morning with quiet day at home. Trying to keep a steady routine.
2025-06-05,June 5,Thursday,21:48,good,travel | party | meditation | bike | movie | dentist | laundry | shopping | wine | language-practice | gaming,Sleep quality: 2/5,,Had a relaxing afternoon with a book. Trying to keep a steady routine.
2025-06-06,June 6,Friday,20:38,meh,swim | nap | party | meditation | wine | run,Sleep quality: 4/5,,Spent most of the day productive stretch of focused work. Need more sleep tonight.
2025-06-07,June 7,Saturday,20:03,meh,swim | bike | shopping | haircut | language-practice | friends,Sleep quality: 4/5,,Started the morning with tired but satisfied kind of day. Need more sleep tonight. Had a bit of a struggle with motivation. Grateful for the small things.
2025-06-08,June 8,Sunday,21:54,good,meditation | call-family | volunteering | gym | reading | friends | music | work,Sleep quality: 2/5,,
2025-06-09,June 9,Monday,22:30,good,sketching | doctor | podcast | bike | gym | board-games | meditation | budgeting | party | yoga | concert,Sleep quality: 5/5,,Managed to get through long walk that helped clear my head. Need more sleep tonight. Feeling like long walk that helped clear my head. Grateful for the small things. Feeling like productive stretch of focused work. Not much else to report.
2025-06-10,June 10,Tuesday,21:34,bad,reading | language-practice | tea | laundry | car-maintenance | museum | music,Sleep quality: 3/5,,Had a stressful meeting that ran long. Hoping next week is calmer. Started the morning with nice evening cooking dinner. Need more sleep tonight. Managed to get through quiet day at home. Hoping next week is calmer.
2025-06-11,June 11,Wednesday,20:01,good,run | journaling | language-practice | sketching | bike | museum,Sleep quality: 1/5,,Managed to get through good session at work. Overall a decent day.
2025-06-12,June 12,Thursday,21:47,good,journaling | commute | car-maintenance | dentist | friends | sketching | museum | baking,Sleep quality: 2/5,,Ended up catch-up with an old friend. Grateful for the small things. Feeling like relaxing afternoon with a book. Grateful for the small things. Started the morning with nice evening cooking dinner. Not much else to report.
2025-06-13,June 13,Friday,20:09,good,meditation | party | baking | sunny | sketching | language-practice | wine | cooking | groceries | movie,Sleep quality: 5/5,,Spent most of the day fun night out that lifted my mood. Looking forward to tomorrow. Spent most of the day tired but satisfied kind of day. Grateful for the small things.
2025-06-14,June 14,Saturday,20:30,good,podcast | gym | baking | yoga | reading | call-family | groceries | gardening | laundry,Sleep quality: 1/5,,Spent most of the day productive stretch of focused work. Trying to keep a steady routine.
2025-06-15,June 15,Sunday,23:50,rad,run | laundry | podcast | guitar | hike,Sleep quality: 5/5,,
2025-06-16,June 16,Monday,20:58,good,podcast | rain | guitar | baking | reading,Sleep quality: 3/5,,Started the morning with relaxing afternoon with a book. Grateful for the small things.
2025-06-17,June 17,Tuesday,23:50,good,concert | swim | baking | cooking,Sleep quality: 5/5,,Today was slow start but it picked up. Hoping next week is calmer. Had a productive stretch of focused work. Trying to keep a steady routine. Ended up slow start but it picked up. Grateful for the small things.
2025-06-18,June 18,Wednesday,23:35,meh,date-night | rain | sketching | walk | cooking | cleaning | friends,Sleep quality: 3/5,,Spent most of the day productive stretch of focused work. Could have been better honestly. Today was good session at work. Hoping next week is calmer. A pretty relaxing afternoon with a book. Need more sleep tonight.
2025-06-19,June 19,Thursday,22:19,bad,board-games | date-night | volunteering | meeting | meditation | commute | sunny | dentist | gaming,Sleep quality: 3/5,,A pretty stressful meeting that ran long. Overall a decent day. Ended up catch-up with an old friend. Hoping next week is calmer. Had a nice evening cooking dinner. Hoping next week is calmer.
2025-06-20,June 20,Friday,20:37,bad,bike | dentist | car-maintenance | wine | sketching | friends | volunteering | yoga | walk | call-family,Sleep quality: 3/5,,Managed to get through nice evening cooking dinner. Grateful for the small things. Today was stressful meeting that ran long. Grateful for the small things.
2025-06-21,June 21,Saturday,23:18,meh,journaling | gym | run | friends | music | cleaning | hike,Sleep quality: 4/5,,Had a nice evening cooking dinner. Not much else to report.
2025-06-22,June 22,Sunday,22:48,meh,language-practice | work | shopping | friends | cleaning | groceries | guitar,Sleep quality: 5/5,,Ended up stressful meeting that ran long. Hoping next week is calmer. Spent most of the day quiet day at home. Need more sleep tonight. Managed to get through bit of a struggle with motivation. Looking forward to tomorrow.
2025-06-23,June 23,Monday,22:50,good,yoga | cleaning | gaming | budgeting | sketching | hike | rain | board-games,Sleep quality: 1/5,,Feeling like productive stretch of focused work. Overall a decent day. Ended up bit of a struggle with motivation. Looking forward to tomorrow. Spent most of the day nice evening cooking dinner. Overall a decent day.
2025-06-24,June 24,Tuesday,21:10,good,guitar | baking | nap | commute | movie,Sleep quality: 4/5,,
2025-06-25,June 25,Wednesday,19:12,good,volunteering | yoga | podcast | dentist,Sleep quality: 3/5,,Started the morning with catch-up with an old friend. Overall a decent day.
2025-06-26,June 26,Thursday,23:09,meh,baking | cooking | party | meeting | groceries | walk,Sleep quality: 2/5,,Feeling like tired but satisfied kind of day. Could have been better honestly.
2025-06-27,June 27,Friday,19:30,good,walk | cleaning | cooking | travel | shopping | tea | reading | museum | meditation | car-maintenance | groceries,Sleep quality: 1/5,,Had a fun night out that lifted my mood. Trying to keep a steady routine. Had a relaxing afternoon with a book. Hoping next week is calmer.
2025-06-28,June 28,Saturday,19:06,meh,cooking | date-night | haircut | friends | car-maintenance | museum | tea | gaming | family,Sleep quality: 3/5,,
2025-06-29,June 29,Sunday,23:23,good,podcast | gym | guitar | travel | gardening | gaming | museum | language-practice | walk,Sleep quality: 4/5,,Had a stressful meeting that ran long. Looking forward to tomorrow.
2025-06-30,June 30,Monday,21:08,good,party | gardening | dentist | baking | run | car-maintenance | date-night | sunny | guitar | nap,Sleep quality: 5/5,,Had a nice evening cooking dinner. Overall a decent day. Ended up quiet day at home. Hoping next week is calmer.
2025-07-01,July 1,Tuesday,05:33,meh,shopping | podcast | guitar | hike | groceries | call-family,Sleep quality: 3/5,,
2025-07-02,July 2,Wednesday,22:28,good,doctor | yoga | walk | call-family,Sleep quality: 3/5,,Ended up bit of a struggle with motivation. Hoping next week is calmer. A pretty quiet day at home. Trying to keep a steady routine. Today was fun night out that lifted my mood. Overall a decent day.
2025-07-03,July 3,Thursday,23:31,meh,board-games | concert | car-maintenance | reading | language-practice | laundry | nap | meeting,Sleep quality: 1/5,,Started the morning with productive stretch of focused work. Need more sleep tonight.
2025-07-04,July 4,Friday,01:58,meh,language-practice | nap | commute | yoga | reading | car-maintenance | work | journaling,Sleep quality: 4/5,,
2025-07-06,July 6,Sunday,20:13,good,tea | guitar | swim | museum | reading | yoga | shopping | family | work,Sleep quality: 1/5,,Started the morning with long walk that helped clear my head. Could have been better honestly. Feeling like long walk that helped clear my head. Overall a decent day.
2025-07-07,July 7,Monday,19:36,good,travel | museum | meeting | walk | podcast,Sleep quality: 5/5,,
2025-07-08,July 8,Tuesday,20:13,good,call-family | swim | shopping | wine | sketching | run | meeting | rain | sunny | journaling | budgeting,Sleep quality: 2/5,,A pretty good session at work. Need more sleep tonight.
2025-07-09,July 9,Wednesday,20:26,meh,yoga | concert | gaming | nap | swim | sketching | hike | gardening | baking | shopping | language-practice,Sleep quality: 5/5,,Managed to get through quiet day at home. Grateful for the small things. Ended up quiet day at home. Overall a decent day. A pretty productive stretch of focused work. Grateful for the small things.
2025-07-10,July 10,Thursday,21:44,rad,date-night | car-maintenance | call-family | cleaning | shopping | work | walk | meeting | friends | cooking | nap,Sleep quality: 4/5,,
2025-07-11,July 11,Friday,21:41,rad,wine | groceries | friends | movie | shopping | car-maintenance | rain | budgeting | gaming,Sleep quality: 3/5,,A pretty slow start but it picked up. Need more sleep tonight. Managed to get through good session at work. Grateful for the small things. Spent most of the day tired but satisfied kind of day. Hoping next week is calmer.
2025-07-12,July 12,Saturday,20:34,good,meeting | groceries | party | commute | movie | laundry | tea | doctor | run | gym,Sleep quality: 3/5,,Had a good session at work. Need more sleep tonight. Managed to get through catch-up with an old friend. Hoping next week is calmer.
2025-07-13,July 13,Sunday,21:18,good,date-night | baking | cleaning | run | tea | coffee | volunteering | swim | party,Sleep quality: 4/5,,
2025-07-14,July 14,Monday,19:23,good,podcast | yoga | nap | concert | tea,Sleep quality: 5/5,,
2025-07-15,July 15,Tuesday,22:09,rad,run | baking | travel | meeting | music | museum | sketching | coffee,Sleep quality: 4/5,,Had a good session at work. Could have been better honestly.
2025-07-16,July 16,Wednesday,19:19,good,museum | rain | meditation | meeting | groceries | swim | family | bike,Sleep quality: 2/5,,Managed to get through fun night out that lifted my mood. Hoping next week is calmer.
2025-07-17,July 17,Thursday,22:35,good,sunny | guitar | volunteering | run | cleaning | reading | date-night | family | doctor | coffee,Sleep quality: 4/5,,Managed to get through stressful meeting that ran long. Overall a decent day.
2025-07-18,July 18,Friday,23:35,good,swim | haircut | reading | work | nap,Sleep quality: 3/5,,
2025-07-19,July 19,Saturday,19:26,meh,tea | commute | swim | travel | baking,Sleep quality: 2/5,,
2025-07-20,July 20,Sunday,23:57,good,nap | dentist | swim | concert | tea | gaming | meditation,Sleep quality: 3/5,,
2025-07-21,July 21,Monday,23:38,good,baking | haircut | sketching | party | bike | concert | movie | yoga,Sleep quality: 2/5,,Feeling like good session at work. Grateful for the small things. Managed to get through slow start but it picked up. Looking forward to tomorrow.
2025-07-22,July 22,Tuesday,19:29,rad,tea | cooking | gaming | dentist | car-maintenance | family | travel | board-games | swim,Sleep quality: 2/5,,Spent most of the day quiet day at home. Grateful for the small things. Started the morning with busy day running errands. Overall a decent day.
2025-07-23,July 23,Wednesday,21:25,good,tea | party | sketching | groceries | walk | budgeting | run,Sleep quality: 4/5,,
2025-07-24,July 24,Thursday,23:36,good,family | baking | sunny | cleaning | gym,Sleep quality: 5/5,,A pretty nice evening cooking dinner. Could have been better honestly.
2025-07-25,July 25,Friday,19:07,meh,meditation | concert | bike | walk | car-maintenance | groceries | podcast | music | yoga | gaming,Sleep quality: 3/5,,Ended up stressful meeting that ran long. Not much else to report. Managed to get through busy day running errands. Looking forward to tomorrow.
2025-07-26,July 26,Saturday,21:59,good,shopping | language-practice | friends | family | volunteering | doctor,Sleep quality: 5/5,,A pretty fun night out that lifted my mood. Looking forward to tomorrow. Feeling like slow start but it picked up. Grateful for the small things.
2025-07-27,July 27,Sunday,21:42,meh,car-maintenance | budgeting | walk | guitar | gym,Sleep quality: 2/5,,
2025-07-28,July 28,Monday,23:15,meh,cooking | commute | board-games | budgeting | shopping | work | sunny,Sleep quality: 2/5,,Started the morning with long walk that helped clear my head. Not much else to report.
2025-07-29,July 29,Tuesday,21:44,rad,language-practice | gardening | yoga | nap | sunny | journaling | museum | wine | movie | meditation,Sleep quality: 5/5,,Started the morning with tired but satisfied kind of day. Overall a decent day. Spent most of the day productive stretch of focused work. Need more sleep tonight.
2025-07-30,July 30,Wednesday,22:12,rad,call-family | dentist | commute | music | cleaning | coffee | family | swim,Sleep quality: 3/5,,
2025-07-31,July 31,Thursday,19:00,good,budgeting | gym | bike | yoga | gardening,Sleep quality: 1/5,,Today was slow start but it picked up. Overall a decent day.
2025-08-01,August 1,Friday,20:06,rad,gym | haircut | board-games | commute,Sleep quality: 1/5,,Today was slow start but it picked up. Grateful for the small things. Spent most of the day bit of a struggle with motivation. Looking forward to tomorrow.
2025-08-02,August 2,Saturday,20:43,meh,work | swim | sketching | cooking | podcast | cleaning | coffee,Sleep quality: 3/5,,
2025-08-03,August 3,Sunday,22:54,good,yoga | meeting | meditation | wine | concert | run | volunteering | friends,Sleep quality: 5/5,,
2025-08-04,August 4,Monday,19:20,meh,yoga | language-practice | doctor | reading | gym | laundry,Sleep quality: 5/5,,Managed to get through quiet day at home. Overall a decent day.
2025-08-05,August 5,Tuesday,22:17,good,swim | party | sketching | travel | work | cooking | gardening | haircut,Sleep quality: 1/5,,Spent most of the day tired but satisfied kind of day. Not much else to report.
2025-08-06,August 6,Wednesday,23:49,awful,gym | museum | hike | concert | bike | yoga | doctor | groceries | run,Sleep quality: 5/5,,A pretty fun night out that lifted my mood. Need more sleep tonight.
2025-08-07,August 7,Thursday,20:03,meh,call-family | cooking | groceries | gym | date-night | language-practice | run | commute,Sleep quality: 2/5,,
2025-08-08,August 8,Friday,20:20,good,cooking | doctor | bike | swim,Sleep quality: 1/5,,Spent most of the day slow start but it picked up. Trying to keep a steady routine.
2025-08-09,August 9,Saturday,19:41,meh,laundry | movie | reading | journaling | wine | run | language-practice | car-maintenance,Sleep quality: 4/5,,Feeling like busy day running errands. Overall a decent day. Had a catch-up with an old friend. Not much else to report.
2025-08-10,August 10,Sunday,05:40,good,board-games | run | volunteering | call-family | sketching | tea | budgeting | walk | wine | guitar,Sleep quality: 1/5,,Spent most of the day bit of a struggle with motivation. Need more sleep tonight. Today was bit of a struggle with motivation. Need more sleep tonight.
2025-08-11,August 11,Monday,20:09,good,language-practice | groceries | sketching | podcast | car-maintenance | rain | journaling | yoga | swim,Sleep quality: 4/5,,Spent most of the day tired but satisfied kind of day. Trying to keep a steady routine. Started the morning with busy day running errands. Not much else to report.
2025-08-12,August 12,Tuesday,23:37,good,swim | board-games | commute | yoga | journaling | rain | doctor | gardening | travel,Sleep quality: 5/5,,Had a relaxing afternoon with a book. Hoping next week is calmer. A pretty stressful meeting that ran long. Could have been better honestly. Spent most of the day busy day running errands. Could have been better honestly.
2025-08-13,August 13,Wednesday,19:13,good,shopping | meditation | music | baking,Sleep quality: 5/5,,A pretty good session at work. Not much else to report. Managed to get through long walk that helped clear my head. Overall a decent day. Managed to get through long walk that helped clear my head. Hoping next week is calmer.
2025-08-14,August 14,Thursday,20:36,good,board-games | car-maintenance | dentist | tea | commute | concert | call-family | friends | volunteering | hike | walk,Sleep quality: 5/5,,
2025-08-15,August 15,Friday,19:27,good,run | music | swim | sunny,Sleep quality: 4/5,,Today was fun night out that lifted my mood. Grateful for the small things. Managed to get through good session at work. Grateful for the small things.
2025-08-16,August 16,Saturday,22:28,good,budgeting | concert | movie | wine | cooking | gym | gaming | travel | guitar | language-practice,Sleep quality: 5/5,,Started the morning with long walk that helped clear my head. Looking forward to tomorrow. Managed to get through productive stretch of focused work. Not much else to report. Managed to get through stressful meeting that ran long. Could have been better honestly.
2025-08-17,August 17,Sunday,00:02,good,haircut | gym | bike | car-maintenance | call-family | volunteering | sketching,Sleep quality: 1/5,,
2025-08-18,August 18,Monday,01:11,meh,sketching | travel | concert | walk | groceries | reading | meditation | work | laundry,Sleep quality: 5/5,,
2025-08-20,August 20,Wednesday,23:12,meh,baking | dentist | concert | guitar | meeting | gaming,Sleep quality: 1/5,,Feeling like quiet day at home. Not much else to report. Had a fun night out that lifted my mood. Trying to keep a steady routine. Feeling like busy day running errands. Trying to keep a steady routine.
2025-08-21,August 21,Thursday,21:00,rad,guitar | travel | haircut | family | movie | cleaning | run | call-family | board-games | language-practice,Sleep quality: 5/5,,Ended up busy day running errands. Could have been better honestly. Managed to get through long walk that helped clear my head. Hoping next week is calmer.
2025-08-22,August 22,Friday,23:00,good,bike | party | walk | volunteering | run | podcast | wine | gardening | gym | movie,Sleep quality: 3/5,,A pretty long walk that helped clear my head. Trying to keep a steady routine. A pretty bit of a struggle with motivation. Could have been better honestly. A pretty good session at work. Grateful for the small things.
2025-08-23,August 23,Saturday,23:57,meh,wine | museum | nap | run | volunteering | gaming,Sleep quality: 5/5,,
2025-08-24,August 24,Sunday,23:54,good,movie | date-night | swim | haircut | walk | meditation | hike | concert | party | sunny | car-maintenance,Sleep quality: 1/5,,
2025-08-25,August 25,Monday,03:54,meh,doctor | bike | commute | gaming | call-family | friends | family | haircut | date-night | work | music,Sleep quality: 1/5,,Spent most of the day nice evening cooking dinner. Grateful for the small things. Had a relaxing afternoon with a book. Not much else to report.
2025-08-26,August 26,Tuesday,22:41,good,budgeting | sunny | sketching | travel | commute | gym,Sleep quality: 4/5,,Feeling like slow start but it picked up. Overall a decent day. Spent most of the day catch-up with an old friend. Looking forward to tomorrow.
2025-08-27,August 27,Wednesday,22:41,good,concert | nap | wine | volunteering | guitar | bike | tea | baking | sketching,Sleep quality: 4/5,,Feeling like bit of a struggle with motivation. Could have been better honestly.
2025-08-28,August 28,Thursday,21:28,good,museum | commute | cleaning | coffee | laundry,Sleep quality: 2/5,,Managed to get through relaxing afternoon with a book. Not much else to report.
2025-08-29,August 29,Friday,21:39,good,date-night | bike | commute | meditation | travel | podcast | doctor | rain | reading | shopping | wine,Sleep quality: 5/5,,
2025-08-30,August 30,Saturday,19:24,good,sketching | meditation | music | haircut | bike | date-night | yoga | commute | gaming | concert | gardening,Sleep quality: 5/5,,Managed to get through catch-up with an old friend. Looking forward to tomorrow.
2025-08-31,August 31,Sunday,23:02,meh,reading | shopping | groceries | budgeting | car-maintenance | haircut | gardening | gym,Sleep quality: 4/5,,
2025-09-01,September 1,Monday,05:01,bad,groceries | reading | doctor | sketching,Sleep quality: 4/5,,
2025-09-02,September 2,Tuesday,21:32,good,coffee | work | gym | reading,Sleep quality: 1/5,,A pretty quiet day at home. Not much else to report.
2025-09-03,September 3,Wednesday,20:15,meh,commute | reading | board-games | gaming,Sleep quality: 4/5,,A pretty relaxing afternoon with a book. Overall a decent day.
2025-09-04,September 4,Thursday,21:18,bad,language-practice | run | friends | cooking | volunteering | wine,Sleep quality: 3/5,,Had a quiet day at home. Need more sleep tonight.
2025-09-05,September 5,Friday,22:33,good,guitar | bike | podcast | gardening | museum | journaling | sunny | gaming,Sleep quality: 2/5,,Had a fun night out that lifted my mood. Overall a decent day.
2025-09-06,September 6,Saturday,05:49,good,cleaning | music | gaming | commute | board-games | dentist,Sleep quality: 3/5,,Today was quiet day at home. Not much else to report. Had a busy day running errands. Overall a decent day. Feeling like productive stretch of focused work. Need more sleep tonight.
2025-09-07,September 7,Sunday,22:05,rad,groceries | doctor | nap | date-night | wine | reading | haircut,Sleep quality: 4/5,,Today was busy day running errands. Could have been better honestly. Spent most of the day bit of a struggle with motivation. Hoping next week is calmer. Today was quiet day at home. Need more sleep tonight.
2025-09-08,September 8,Monday,19:08,good,reading | run | groceries | nap | sketching | cleaning | bike | yoga | meeting | coffee,Sleep quality: 1/5,,
2025-09-09,September 9,Tuesday,19:45,good,swim | gardening | call-family | walk | reading,Sleep quality: 1/5,,Had a fun night out that lifted my mood. Could have been better honestly. A pretty catch-up with an old friend. Hoping next week is calmer. Ended up busy day running errands. Hoping next week is calmer.
2025-09-10,September 10,Wednesday,21:12,good,shopping | board-games | call-family | rain | cooking,Sleep quality: 4/5,,Started the morning with relaxing afternoon with a book. Not much else to report.
2025-09-11,September 11,Thursday,03:50,good,meditation | music | groceries | swim | doctor,Sleep quality: 3/5,,
2025-09-12,September 12,Friday,20:12,good,meditation | party | nap | coffee | bike | shopping | cleaning | tea | groceries,Sleep quality: 2/5,,Managed to get through relaxing afternoon with a book. Looking forward to tomorrow. Had a catch-up with an old friend. Hoping next week is calmer. Managed to get through catch-up with an old friend. Need more sleep tonight. Ended up bit of a struggle with motivation. Could have been better honestly. Started the morning with bit of a struggle with motivation. Could have been better honestly. Managed to get through busy day running errands. Trying to keep a steady routine. Spent most of the day long walk that helped clear my head. Looking forward to tomorrow. Spent most of the day bit of a struggle with motivation. Looking forward to tomorrow. Feeling like relaxing afternoon with a book. Grateful for the small things. Today was stressful meeting that ran long. Need more sleep tonight. Started the morning with relaxing afternoon with a book. Not much else to report. Feeling like slow start but it picked up. Grateful for the small things.
2025-09-13,September 13,Saturday,23:51,meh,travel | journaling | budgeting | music | gaming,Sleep quality: 1/5,,Spent most of the day fun night out that lifted my mood. Not much else to report. A pretty bit of a struggle with motivation. Hoping next week is calmer. Started the morning with stressful meeting that ran long. Grateful for the small things.
2025-09-14,September 14,Sunday,20:59,meh,podcast | laundry | travel | sunny | bike | rain | coffee | board-games,Sleep quality: 1/5,,Today was busy day running errands. Could have been better honestly. Managed to get through catch-up with an old friend. Trying to keep a steady routine.
2025-09-15,September 15,Monday,21:48,meh,reading | meeting | sketching | walk | doctor | family | tea | hike | travel | friends,Sleep quality: 1/5,,Managed to get through busy day running errands. Hoping next week is calmer. Ended up bit of a struggle with motivation. Need more sleep tonight. Spent most of the day fun night out that lifted my mood. Overall a decent day.
2025-09-16,September 16,Tuesday,23:56,good,journaling | sunny | commute | budgeting | rain | cleaning | shopping | tea | cooking | podcast | wine,Sleep quality: 5/5,,Spent most of the day long walk that helped clear my head. Could have been better honestly. Started the morning with bit of a struggle with motivation. Hoping next week is calmer. Ended up catch-up with an old friend. Hoping next week is calmer.
2025-09-17,September 17,Wednesday,21:16,meh,travel | museum | gym | budgeting | sunny | friends | haircut | work | groceries | yoga | meeting,Sleep quality: 3/5,,Spent most of the day fun night out that lifted my mood. Trying to keep a steady routine.
2025-09-18,September 18,Thursday,19:11,good,swim | run | movie | family | gaming,Sleep quality: 2/5,,Managed to get through catch-up with an old friend. Not much else to report.
2025-09-19,September 19,Friday,20:15,good,gaming | shopping | podcast | cooking | hike | language-practice | swim | haircut,Sleep quality: 4/5,,A pretty quiet day at home. Not much else to report.
2025-09-20,September 20,Saturday,19:02,good,music | shopping | concert | doctor | commute | tea | haircut | call-family | guitar,Sleep quality: 2/5,,Spent most of the day nice evening cooking dinner. Looking forward to tomorrow. Managed to get through slow start but it picked up. Overall a decent day. Feeling like slow start but it picked up. Could have been better honestly.
2025-09-21,September 21,Sunday,19:50,good,call-family | language-practice | swim | gardening | concert | haircut | music | shopping | meditation,Sleep quality: 5/5,,
2025-09-22,September 22,Monday,19:44,good,haircut | travel | family | car-maintenance,Sleep quality: 3/5,,
2025-09-23,September 23,Tuesday,23:40,good,tea | nap | yoga | guitar | meditation | run,Sleep quality: 4/5,,
2025-09-24,September 24,Wednesday,21:31,meh,board-games | wine | shopping | haircut | swim | party | run,Sleep quality: 4/5,,Started the morning with productive stretch of focused work. Not much else to report. Today was productive stretch of focused work. Overall a decent day.
2025-09-25,September 25,Thursday,23:17,good,language-practice | museum | guitar | commute | yoga | car-maintenance | run | family | doctor,Sleep quality: 2/5,,
2025-09-26,September 26,Friday,00:14,bad,wine | museum | yoga | doctor | budgeting | shopping | podcast | coffee | date-night | car-maintenance,Sleep quality: 4/5,,Started the morning with quiet day at home. Trying to keep a steady routine. Spent most of the day stressful meeting that ran long. Grateful for the small things.
2025-09-27,September 27,Saturday,02:47,meh,reading | car-maintenance | podcast | concert | date-night | movie | journaling | gaming | board-games,Sleep quality: 2/5,,Feeling like catch-up with an old friend. Looking forward to tomorrow. Started the morning with nice evening cooking dinner. Not much else to report. Today was catch-up with an old friend. Could have been better honestly.
2025-09-28,September 28,Sunday,22:57,good,meditation | gym | podcast | work | haircut | reading | tea | bike | cleaning,Sleep quality: 3/5,,
2025-09-29,September 29,Monday,21:59,meh,podcast | haircut | doctor | friends,Sleep quality: 1/5,,
2025-09-30,September 30,Tuesday,21:57,meh,run | museum | wine | journaling | family | call-family | baking | movie,Sleep quality: 3/5,,Ended up tired but satisfied kind of day. Need more sleep tonight.
2025-10-01,October 1,Wednesday,22:45,meh,sketching | meditation | museum | cooking | walk | rain | movie,Sleep quality: 2/5,,Ended up catch-up with an old friend. Could have been better honestly. Started the morning with busy day running errands. Overall a decent day. Spent most of the day long walk that helped clear my head. Trying to keep a steady routine.
2025-10-02,October 2,Thursday,19:08,bad,gaming | cleaning | haircut | shopping | language-practice | dentist,Sleep quality: 2/5,,
